vB_Vpa_sm033|OV032902.1	vB_Vpa_sm033|OV032902.1
S-RSM4|FM207411.1	S-RSM4|FM207411.1
vB_Eco_mar005P1|LR027390.1	vB_Eco_mar005P1|LR027390.1
vB_Eco_mar003J3|LR027389.1	vB_Eco_mar003J3|LR027389.1
vB_VpaS_sm032|OV032860.1	vB_VpaS_sm032|OV032860.1
DSS3_PM1|MN602267.1	DSS3_PM1|MN602267.1
CDMH1|NC_024144.1	CDMH1|NC_024144.1
vB_EcoS_swan01|LT841304.1	vB_EcoS_swan01|LT841304.1,vB_Eco_mar002J2|LR027385.1,vB_Eco_mar001J1|LR027388.1,vB_Eco_SLUR29|NC_054895.1
PARMAL1|OQ376858.1	PARMAL1|OQ376858.1
KUW1|OQ376857.1	KUW1|OQ376857.1
HP1|NC_001697.1	HP1|NC_001697.1
phix174|NC_001422.1	phix174|NC_001422.1
