abundance	growth_rate	reactions	metabolites	taxon	tradeoff	sample_id
0.038461538461538464	0.040582736534219274	1188	1107	Acidaminococcus_intestini	0.5	MV_FEM1_t1Q14
0.038461538461538464	0.04112351006082341	953	934	Alistipes_putredinis	0.5	MV_FEM1_t1Q14
0.038461538461538464	0.040281971245152114	2897	2558	Bacteroides_caccae	0.5	MV_FEM1_t1Q14
0.038461538461538464	0.04153657540406631	2823	2260	Bacteroides_finegoldii	0.5	MV_FEM1_t1Q14
0.038461538461538464	0.041182566531310215	3606	3066	Bacteroides_ovatus	0.5	MV_FEM1_t1Q14
0.038461538461538464	0.04093816446941454	1849	1752	Bacteroides_stercoris	0.5	MV_FEM1_t1Q14
0.038461538461538464	0.04015241059711728	3440	2972	Bacteroides_uniformis	0.5	MV_FEM1_t1Q14
0.038461538461538464	0.045914661095578534	1502	1326	Bacteroides_vulgatus	0.5	MV_FEM1_t1Q14
0.038461538461538464	0.04164944431992554	1427	1239	Barnesiella_intestinihominis	0.5	MV_FEM1_t1Q14
0.038461538461538464	0.05051658905997141	1689	1486	Bifidobacterium_adolescentis	0.5	MV_FEM1_t1Q14
0.038461538461538464	0.04919049048770149	1558	1410	Bifidobacterium_bifidum	0.5	MV_FEM1_t1Q14
0.038461538461538464	0.05000922500483851	1128	970	Collinsella_aerofaciens	0.5	MV_FEM1_t1Q14
0.038461538461538464	0.049612263186412466	1198	1062	Eubacterium_rectale	0.5	MV_FEM1_t1Q14
0.038461538461538464	0.047177524521011115	2497	1859	Faecalibacterium_prausnitzii	0.5	MV_FEM1_t1Q14
0.038461538461538464	0.04561767094332318	1355	1191	Flavonifractor_plautii	0.5	MV_FEM1_t1Q14
0.038461538461538464	0.04796341763565947	1070	1010	Intestinimonas_butyriciproducens	0.5	MV_FEM1_t1Q14
0.038461538461538464	0.041963911335874335	1486	1303	Odoribacter_splanchnicus	0.5	MV_FEM1_t1Q14
0.038461538461538464	0.042495756317190984	2941	2606	Parabacteroides_distasonis	0.5	MV_FEM1_t1Q14
0.038461538461538464	0.040579994074373744	3277	2792	Parabacteroides_merdae	0.5	MV_FEM1_t1Q14
0.038461538461538464	0.036572533172308505	1998	1743	Paraprevotella_xylaniphila	0.5	MV_FEM1_t1Q14
0.038461538461538464	0.03684590421365483	1100	1046	Phascolarctobacterium_succinatutens	0.5	MV_FEM1_t1Q14
0.038461538461538464	0.03849497959205982	2059	1743	Prevotella_copri	0.5	MV_FEM1_t1Q14
0.038461538461538464	0.048860673256019664	1171	1068	Roseburia_faecis	0.5	MV_FEM1_t1Q14
0.038461538461538464	0.049213744736616605	2199	1798	Roseburia_hominis	0.5	MV_FEM1_t1Q14
0.038461538461538464	0.04709530593664829	1314	1135	Roseburia_inulinivorans	0.5	MV_FEM1_t1Q14
0.038461538461538464	0.04411437959140463	1012	950	Ruthenibacterium_lactatiformans	0.5	MV_FEM1_t1Q14
0.023809523809523808	0.027187087159328514	1253	1149	Alistipes_finegoldii	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.006755760615382683	1474	1305	Alistipes_indistinctus	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.007445728869922636	953	934	Alistipes_putredinis	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.006723893650172287	2594	2103	Alistipes_shahii	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.009469983689489205	1404	1176	Anaerostipes_hadrus	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.0039388571692676915	2897	2558	Bacteroides_caccae	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.00988307990582899	1143	1079	Bacteroides_dorei	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.007488917964800289	1352	1212	Bacteroides_eggerthii	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.006306992866043185	3065	2683	Bacteroides_fragilis	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.0038737303187858676	3606	3066	Bacteroides_ovatus	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.003718192905343208	1849	1752	Bacteroides_stercoris	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.003807038709600988	3073	2674	Bacteroides_thetaiotaomicron	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.0038635259434738767	3440	2972	Bacteroides_uniformis	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.010481652823928204	1502	1326	Bacteroides_vulgatus	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.00020931159049340886	3448	2923	Bacteroides_xylanisolvens	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.007478225594152703	1427	1239	Barnesiella_intestinihominis	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.01078317220770067	1689	1486	Bifidobacterium_adolescentis	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.008453523263654259	2523	2154	Bifidobacterium_longum	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.008543761311392672	1237	1175	Butyricimonas_synergistica	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.008285175993477126	1286	1174	Butyricimonas_virosa	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.009986030687098572	1128	970	Collinsella_aerofaciens	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.009951674319219657	1227	1072	Coprococcus_eutactus	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.00411190269457148	1118	1031	Desulfovibrio_piger	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.008793109701824928	1647	1326	Dorea_longicatena	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.0036473626316781255	4286	3571	Escherichia_coli	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.010783962717809965	1198	1062	Eubacterium_rectale	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.00979027228667135	988	940	Eubacterium_ventriosum	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.0104560828493972	2497	1859	Faecalibacterium_prausnitzii	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.010784121212196426	1066	980	Fusicatenibacter_saccharivorans	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.010783921591223542	1047	962	Lachnospira_pectinoschiza	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.014574413668882506	690	743	Methanobrevibacter_smithii	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.006194274650730079	1486	1303	Odoribacter_splanchnicus	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.0038406009041635227	2941	2606	Parabacteroides_distasonis	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.0038997255561560866	3277	2792	Parabacteroides_merdae	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.00437782675463534	1998	1743	Paraprevotella_xylaniphila	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.011725301818657904	1058	1034	Phascolarctobacterium_faecium	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.01078340160029239	1171	1068	Roseburia_faecis	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.010679090655776682	2199	1798	Roseburia_hominis	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.007108074506237723	1314	1135	Roseburia_inulinivorans	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.006076557131744492	1081	962	Ruminococcus_bicirculans	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.009576614164831326	1044	887	Ruminococcus_bromii	0.5	MV_FEM2_t1Q14
0.023809523809523808	0.010314679871753251	1012	950	Ruthenibacterium_lactatiformans	0.5	MV_FEM2_t1Q14
0.028571428571428574	0.03925455732730434	1253	1149	Alistipes_finegoldii	0.5	MV_FEM3_t1Q14
0.028571428571428574	0.028871151257470248	2594	2103	Alistipes_shahii	0.5	MV_FEM3_t1Q14
0.028571428571428574	0.0338316907314929	1404	1176	Anaerostipes_hadrus	0.5	MV_FEM3_t1Q14
0.028571428571428574	0.028397043260021012	2897	2558	Bacteroides_caccae	0.5	MV_FEM3_t1Q14
0.028571428571428574	0.029214655953455522	1143	1079	Bacteroides_dorei	0.5	MV_FEM3_t1Q14
0.028571428571428574	0.028383493921733397	2810	2264	Bacteroides_intestinalis	0.5	MV_FEM3_t1Q14
0.028571428571428574	0.025090311454987278	3606	3066	Bacteroides_ovatus	0.5	MV_FEM3_t1Q14
0.028571428571428574	0.029335022423299162	3073	2674	Bacteroides_thetaiotaomicron	0.5	MV_FEM3_t1Q14
0.028571428571428574	0.02895855668305203	3440	2972	Bacteroides_uniformis	0.5	MV_FEM3_t1Q14
0.028571428571428574	0.03338234712560444	1502	1326	Bacteroides_vulgatus	0.5	MV_FEM3_t1Q14
0.028571428571428574	0.02354761630573881	3448	2923	Bacteroides_xylanisolvens	0.5	MV_FEM3_t1Q14
0.028571428571428574	0.025434451848231905	1427	1239	Barnesiella_intestinihominis	0.5	MV_FEM3_t1Q14
0.028571428571428574	0.029002508626762288	1402	1207	Blautia_obeum	0.5	MV_FEM3_t1Q14
0.028571428571428574	0.029974192506417165	1286	1174	Butyricimonas_virosa	0.5	MV_FEM3_t1Q14
0.028571428571428574	0.02805133130638133	1020	978	Campylobacter_hominis	0.5	MV_FEM3_t1Q14
0.028571428571428574	0.03584653396790385	1128	970	Collinsella_aerofaciens	0.5	MV_FEM3_t1Q14
0.028571428571428574	0.034380292552813094	1319	1162	Coprococcus_catus	0.5	MV_FEM3_t1Q14
0.028571428571428574	0.03471032649193686	1282	1095	Coprococcus_comes	0.5	MV_FEM3_t1Q14
0.028571428571428574	0.03315087869647054	1647	1326	Dorea_longicatena	0.5	MV_FEM3_t1Q14
0.028571428571428574	0.028099202409190928	4286	3571	Escherichia_coli	0.5	MV_FEM3_t1Q14
0.028571428571428574	0.034427131309779216	1198	1062	Eubacterium_rectale	0.5	MV_FEM3_t1Q14
0.028571428571428574	0.0358901053811924	2497	1859	Faecalibacterium_prausnitzii	0.5	MV_FEM3_t1Q14
0.028571428571428574	0.03317860409800898	1355	1191	Flavonifractor_plautii	0.5	MV_FEM3_t1Q14
0.028571428571428574	0.03524865232112752	1066	980	Fusicatenibacter_saccharivorans	0.5	MV_FEM3_t1Q14
0.028571428571428574	0.03040798227545094	690	743	Methanobrevibacter_smithii	0.5	MV_FEM3_t1Q14
0.028571428571428574	0.02893347091606499	1486	1303	Odoribacter_splanchnicus	0.5	MV_FEM3_t1Q14
0.028571428571428574	0.02758869274672723	2941	2606	Parabacteroides_distasonis	0.5	MV_FEM3_t1Q14
0.028571428571428574	0.028822861267039673	3277	2792	Parabacteroides_merdae	0.5	MV_FEM3_t1Q14
0.028571428571428574	0.026872577583692762	1100	1046	Phascolarctobacterium_succinatutens	0.5	MV_FEM3_t1Q14
0.028571428571428574	0.0267880948785707	1108	1044	Prevotella_timonensis	0.5	MV_FEM3_t1Q14
0.028571428571428574	0.031158912712596368	2244	1826	Roseburia_intestinalis	0.5	MV_FEM3_t1Q14
0.028571428571428574	0.030149605820758065	1044	887	Ruminococcus_bromii	0.5	MV_FEM3_t1Q14
0.028571428571428574	0.03645523962297012	1012	950	Ruthenibacterium_lactatiformans	0.5	MV_FEM3_t1Q14
0.028571428571428574	0.028676193680854705	1592	1462	Streptococcus_salivarius	0.5	MV_FEM3_t1Q14
0.028571428571428574	0.028665834261709693	1423	1354	Streptococcus_thermophilus	0.5	MV_FEM3_t1Q14
0.04347826086956523	0.009202694677389645	1143	1079	Bacteroides_dorei	0.5	MV_FEM4_t1Q14
0.04347826086956523	0.004098036113383301	2649	2277	Bacteroides_faecis	0.5	MV_FEM4_t1Q14
0.04347826086956523	0.0034582421203059157	3065	2683	Bacteroides_fragilis	0.5	MV_FEM4_t1Q14
0.04347826086956523	0.00038050113183931843	3606	3066	Bacteroides_ovatus	0.5	MV_FEM4_t1Q14
0.04347826086956523	0.0006611337793123475	1849	1752	Bacteroides_stercoris	0.5	MV_FEM4_t1Q14
0.04347826086956523	0.0015363316134041763	3440	2972	Bacteroides_uniformis	0.5	MV_FEM4_t1Q14
0.04347826086956523	0.011717661383619375	1502	1326	Bacteroides_vulgatus	0.5	MV_FEM4_t1Q14
0.04347826086956523	0.008928926105767863	1558	1410	Bifidobacterium_bifidum	0.5	MV_FEM4_t1Q14
0.04347826086956523	0.010611705729947778	1629	1484	Bifidobacterium_breve	0.5	MV_FEM4_t1Q14
0.04347826086956523	0.0072898469879091165	2523	2154	Bifidobacterium_longum	0.5	MV_FEM4_t1Q14
0.04347826086956523	0.008147640582841804	1117	976	Bifidobacterium_pseudocatenulatum	0.5	MV_FEM4_t1Q14
0.04347826086956523	0.0008150813528263774	4286	3571	Escherichia_coli	0.5	MV_FEM4_t1Q14
0.04347826086956523	0.01101350618055811	1198	1062	Eubacterium_rectale	0.5	MV_FEM4_t1Q14
0.04347826086956523	0.008656124936238956	2497	1859	Faecalibacterium_prausnitzii	0.5	MV_FEM4_t1Q14
0.04347826086956523	0.00023169578875392006	1355	1191	Flavonifractor_plautii	0.5	MV_FEM4_t1Q14
0.04347826086956523	0.000781404501971273	2941	2606	Parabacteroides_distasonis	0.5	MV_FEM4_t1Q14
