abundance	growth_rate	reactions	metabolites	taxon	tradeoff	sample_id	MediumScale
0.03211246731318242	0.005758111094641105	1188	1107	Acidaminococcus_intestini	0.5	MV_FEM1_t1Q14	0.5
0.05150844709467257	0.010272119558172706	953	934	Alistipes_putredinis	0.5	MV_FEM1_t1Q14	0.5
0.004317648633620748	0.0005611624674144092	2897	2558	Bacteroides_caccae	0.5	MV_FEM1_t1Q14	0.5
0.0014885713987060557	0.0003180872820641109	2823	2260	Bacteroides_finegoldii	0.5	MV_FEM1_t1Q14	0.5
0.0020905761394425454	0.00046705258200552225	3606	3066	Bacteroides_ovatus	0.5	MV_FEM1_t1Q14	0.5
0.007980419217347157	0.0019194721530479818	1849	1752	Bacteroides_stercoris	0.5	MV_FEM1_t1Q14	0.5
0.002671675118784812	0.0003832669583342506	3440	2972	Bacteroides_uniformis	0.5	MV_FEM1_t1Q14	0.5
0.016809652941019472	0.004578803806930119	1502	1326	Bacteroides_vulgatus	0.5	MV_FEM1_t1Q14	0.5
0.0019464684638111635	0.0005640518308109953	1427	1239	Barnesiella_intestinihominis	0.5	MV_FEM1_t1Q14	0.5
0.0046591432311559175	0.002303966589390546	1689	1486	Bifidobacterium_adolescentis	0.5	MV_FEM1_t1Q14	0.5
0.0013845500131269917	0.0005889307228859287	1558	1410	Bifidobacterium_bifidum	0.5	MV_FEM1_t1Q14	0.5
0.004466729038904303	0.0017438949140613003	1128	970	Collinsella_aerofaciens	0.5	MV_FEM1_t1Q14	0.5
0.009692256029003398	0.004581038660745666	1198	1062	Eubacterium_rectale	0.5	MV_FEM1_t1Q14	0.5
0.008115697760739145	0.0018233811204594159	2497	1859	Faecalibacterium_prausnitzii	0.5	MV_FEM1_t1Q14	0.5
0.0012320191423705695	0.00026668533495771473	1355	1191	Flavonifractor_plautii	0.5	MV_FEM1_t1Q14	0.5
0.001688292459017858	0.0005080936136298061	1070	1010	Intestinimonas_butyriciproducens	0.5	MV_FEM1_t1Q14	0.5
0.0022476738027366865	0.0006524331250814544	1486	1303	Odoribacter_splanchnicus	0.5	MV_FEM1_t1Q14	0.5
0.0014790318765163658	0.0002449879688671533	2941	2606	Parabacteroides_distasonis	0.5	MV_FEM1_t1Q14	0.5
0.0031701658953354078	0.00029235236212990235	3277	2792	Parabacteroides_merdae	0.5	MV_FEM1_t1Q14	0.5
0.0014229110704429785	0.00010375278292957327	1998	1743	Paraprevotella_xylaniphila	0.5	MV_FEM1_t1Q14	0.5
0.03632761682540321	0.0	1100	1046	Phascolarctobacterium_succinatutens	0.5	MV_FEM1_t1Q14	0.5
0.7908845400169258	0.054546087589662715	2059	1743	Prevotella_copri	0.5	MV_FEM1_t1Q14	0.5
0.004454144988356203	0.0016186426810104611	1171	1068	Roseburia_faecis	0.5	MV_FEM1_t1Q14	0.5
0.0017902841590246472	0.0008723634181820891	2199	1798	Roseburia_hominis	0.5	MV_FEM1_t1Q14	0.5
0.003653129577258105	0.0014267469457766074	1314	1135	Roseburia_inulinivorans	0.5	MV_FEM1_t1Q14	0.5
0.002405887793095477	0.0007141669373549568	1012	950	Ruthenibacterium_lactatiformans	0.5	MV_FEM1_t1Q14	0.5
0.03211246731318242	0.0132671499033268	1188	1107	Acidaminococcus_intestini	0.5	MV_FEM1_t1Q14	1.0
0.05150844709467257	0.022772604078195525	953	934	Alistipes_putredinis	0.5	MV_FEM1_t1Q14	1.0
0.004317648633620748	0.00194766798732977	2897	2558	Bacteroides_caccae	0.5	MV_FEM1_t1Q14	1.0
0.0014885713987060557	0.0007958044695800828	2823	2260	Bacteroides_finegoldii	0.5	MV_FEM1_t1Q14	1.0
0.0020905761394425454	0.0013348336175815962	3606	3066	Bacteroides_ovatus	0.5	MV_FEM1_t1Q14	1.0
0.007980419217347157	0.0053051818476750655	1849	1752	Bacteroides_stercoris	0.5	MV_FEM1_t1Q14	1.0
0.002671675118784812	0.0013522860982862572	3440	2972	Bacteroides_uniformis	0.5	MV_FEM1_t1Q14	1.0
0.016809652941019472	0.007457285191683775	1502	1326	Bacteroides_vulgatus	0.5	MV_FEM1_t1Q14	1.0
0.0019464684638111635	0.001234053888073962	1427	1239	Barnesiella_intestinihominis	0.5	MV_FEM1_t1Q14	1.0
0.0046591432311559175	0.003192864975140637	1689	1486	Bifidobacterium_adolescentis	0.5	MV_FEM1_t1Q14	1.0
0.0013845500131269917	0.0008639183342246543	1558	1410	Bifidobacterium_bifidum	0.5	MV_FEM1_t1Q14	1.0
0.004466729038904303	0.002657359788412021	1128	970	Collinsella_aerofaciens	0.5	MV_FEM1_t1Q14	1.0
0.009692256029003398	0.007636391955139884	1198	1062	Eubacterium_rectale	0.5	MV_FEM1_t1Q14	1.0
0.008115697760739145	0.004430945354625868	2497	1859	Faecalibacterium_prausnitzii	0.5	MV_FEM1_t1Q14	1.0
0.0012320191423705695	0.0007129850962612616	1355	1191	Flavonifractor_plautii	0.5	MV_FEM1_t1Q14	1.0
0.001688292459017858	0.0011420633901993349	1070	1010	Intestinimonas_butyriciproducens	0.5	MV_FEM1_t1Q14	1.0
0.0022476738027366865	0.001463370138675715	1486	1303	Odoribacter_splanchnicus	0.5	MV_FEM1_t1Q14	1.0
0.0014790318765163658	0.0011406679791761192	2941	2606	Parabacteroides_distasonis	0.5	MV_FEM1_t1Q14	1.0
0.0031701658953354078	0.0013378784201605349	3277	2792	Parabacteroides_merdae	0.5	MV_FEM1_t1Q14	1.0
0.0014229110704429785	0.000595180749810744	1998	1743	Paraprevotella_xylaniphila	0.5	MV_FEM1_t1Q14	1.0
0.03632761682540321	0.0	1100	1046	Phascolarctobacterium_succinatutens	0.5	MV_FEM1_t1Q14	1.0
0.7908845400169258	0.10895710629695876	2059	1743	Prevotella_copri	0.5	MV_FEM1_t1Q14	1.0
0.004454144988356203	0.0025398472556830568	1171	1068	Roseburia_faecis	0.5	MV_FEM1_t1Q14	1.0
0.0017902841590246472	0.001398602689857266	2199	1798	Roseburia_hominis	0.5	MV_FEM1_t1Q14	1.0
0.003653129577258105	0.00275879467556192	1314	1135	Roseburia_inulinivorans	0.5	MV_FEM1_t1Q14	1.0
0.002405887793095477	0.0019430116110276245	1012	950	Ruthenibacterium_lactatiformans	0.5	MV_FEM1_t1Q14	1.0
0.03211246731318242	0.028938505936824527	1188	1107	Acidaminococcus_intestini	0.5	MV_FEM1_t1Q14	2.0
0.05150844709467257	0.042079485505959455	953	934	Alistipes_putredinis	0.5	MV_FEM1_t1Q14	2.0
0.004317648633620748	0.004514403534261221	2897	2558	Bacteroides_caccae	0.5	MV_FEM1_t1Q14	2.0
