[1;32mFunctional annotation of hits...[0m
500 0.8022973537445068 623.21 q/s (% mem usage: 25.50, % mem avail: 74.53)
1000 1.0521278381347656 950.45 q/s (% mem usage: 25.50, % mem avail: 74.53)
1500 1.4610884189605713 1026.63 q/s (% mem usage: 25.50, % mem avail: 74.53)
2000 1.8486113548278809 1081.89 q/s (% mem usage: 25.50, % mem avail: 74.53)
2500 2.2250852584838867 1123.55 q/s (% mem usage: 25.50, % mem avail: 74.53)
3000 2.6795661449432373 1119.58 q/s (% mem usage: 25.50, % mem avail: 74.53)
3500 2.9555678367614746 1184.21 q/s (% mem usage: 25.50, % mem avail: 74.53)
4000 3.302919864654541 1211.05 q/s (% mem usage: 25.50, % mem avail: 74.53)
4500 3.750351667404175 1199.89 q/s (% mem usage: 25.50, % mem avail: 74.53)
5000 4.008908271789551 1247.22 q/s (% mem usage: 25.50, % mem avail: 74.53)
5500 4.406890630722046 1248.05 q/s (% mem usage: 25.50, % mem avail: 74.53)
6000 4.886517763137817 1227.87 q/s (% mem usage: 25.50, % mem avail: 74.53)
6500 5.3012449741363525 1226.13 q/s (% mem usage: 25.50, % mem avail: 74.53)
7000 5.655468702316284 1237.74 q/s (% mem usage: 25.50, % mem avail: 74.53)
7500 6.04914927482605 1239.84 q/s (% mem usage: 25.50, % mem avail: 74.53)
8000 6.355168104171753 1258.82 q/s (% mem usage: 25.50, % mem avail: 74.53)
8500 6.683861017227173 1271.72 q/s (% mem usage: 25.50, % mem avail: 74.53)
9000 7.065343379974365 1273.82 q/s (% mem usage: 25.50, % mem avail: 74.53)
9500 7.48197078704834 1269.72 q/s (% mem usage: 25.50, % mem avail: 74.53)
10000 7.931184768676758 1260.85 q/s (% mem usage: 25.50, % mem avail: 74.53)
10500 8.296390056610107 1265.61 q/s (% mem usage: 25.50, % mem avail: 74.53)
11000 8.683422565460205 1266.78 q/s (% mem usage: 25.50, % mem avail: 74.53)
11500 9.042671203613281 1271.75 q/s (% mem usage: 25.50, % mem avail: 74.53)
12000 9.459729433059692 1268.54 q/s (% mem usage: 25.50, % mem avail: 74.53)
12500 9.843366146087646 1269.89 q/s (% mem usage: 25.50, % mem avail: 74.53)
13000 10.21042013168335 1273.21 q/s (% mem usage: 25.50, % mem avail: 74.53)
13500 10.612404823303223 1272.10 q/s (% mem usage: 25.50, % mem avail: 74.53)
14000 11.071885347366333 1264.46 q/s (% mem usage: 25.50, % mem avail: 74.53)
14500 11.383745908737183 1273.75 q/s (% mem usage: 25.50, % mem avail: 74.53)
15000 11.776197671890259 1273.76 q/s (% mem usage: 25.50, % mem avail: 74.53)
15500 12.126013994216919 1278.24 q/s (% mem usage: 25.50, % mem avail: 74.53)
16000 12.477577686309814 1282.30 q/s (% mem usage: 25.50, % mem avail: 74.53)
16500 12.873761653900146 1281.68 q/s (% mem usage: 25.50, % mem avail: 74.53)
17000 13.253840208053589 1282.65 q/s (% mem usage: 25.50, % mem avail: 74.53)
17500 13.647419214248657 1282.29 q/s (% mem usage: 25.50, % mem avail: 74.53)
18000 14.025213479995728 1283.40 q/s (% mem usage: 25.50, % mem avail: 74.53)
18500 14.467809915542603 1278.70 q/s (% mem usage: 25.50, % mem avail: 74.53)
19000 14.82682466506958 1281.46 q/s (% mem usage: 25.50, % mem avail: 74.53)
19500 15.175926208496094 1284.93 q/s (% mem usage: 25.50, % mem avail: 74.53)
