Parsing fasta file /workspace/wechat/Metagenome/data/raw/article36/work/inputs/catalog.faa...
Fasta file /workspace/wechat/Metagenome/data/raw/article36/work/inputs/catalog.faa parsing complete.
[1;32mFunctional annotation of hits...[0m
500 1.2110569477081299 412.86 q/s (% mem usage: 25.50, % mem avail: 74.49)
1000 1.2270455360412598 814.97 q/s (% mem usage: 25.50, % mem avail: 74.49)
1500 1.6083848476409912 932.61 q/s (% mem usage: 25.50, % mem avail: 74.49)
2000 1.9015698432922363 1051.76 q/s (% mem usage: 25.50, % mem avail: 74.49)
2500 2.2477996349334717 1112.20 q/s (% mem usage: 25.50, % mem avail: 74.49)
3000 2.698730945587158 1111.63 q/s (% mem usage: 25.50, % mem avail: 74.48)
3500 3.3193511962890625 1054.42 q/s (% mem usage: 25.50, % mem avail: 74.47)
4000 3.346893072128296 1195.14 q/s (% mem usage: 25.50, % mem avail: 74.47)
4500 3.738779306411743 1203.60 q/s (% mem usage: 25.50, % mem avail: 74.47)
5000 3.775270938873291 1324.41 q/s (% mem usage: 25.50, % mem avail: 74.47)
5500 4.33042049407959 1270.08 q/s (% mem usage: 25.50, % mem avail: 74.47)
6000 4.500396966934204 1333.22 q/s (% mem usage: 25.50, % mem avail: 74.47)
6500 4.716827869415283 1378.04 q/s (% mem usage: 25.50, % mem avail: 74.47)
7000 4.982372522354126 1404.95 q/s (% mem usage: 25.50, % mem avail: 74.47)
7500 5.2989821434021 1415.37 q/s (% mem usage: 25.50, % mem avail: 74.47)
8000 5.6240293979644775 1422.47 q/s (% mem usage: 25.50, % mem avail: 74.47)
8500 5.726959466934204 1484.21 q/s (% mem usage: 25.50, % mem avail: 74.47)
9000 6.105203151702881 1474.15 q/s (% mem usage: 25.50, % mem avail: 74.47)
9500 6.283289432525635 1511.95 q/s (% mem usage: 25.50, % mem avail: 74.47)
10000 6.898479700088501 1449.59 q/s (% mem usage: 25.50, % mem avail: 74.47)
10500 6.956260442733765 1509.43 q/s (% mem usage: 25.50, % mem avail: 74.47)
11000 7.298828125 1507.09 q/s (% mem usage: 25.50, % mem avail: 74.47)
11500 7.4236674308776855 1549.10 q/s (% mem usage: 25.50, % mem avail: 74.47)
12000 7.761166572570801 1546.16 q/s (% mem usage: 25.50, % mem avail: 74.47)
12500 8.08176851272583 1546.69 q/s (% mem usage: 25.50, % mem avail: 74.47)
13000 8.496097326278687 1530.11 q/s (% mem usage: 25.50, % mem avail: 74.47)
13500 8.63487720489502 1563.43 q/s (% mem usage: 25.50, % mem avail: 74.47)
14000 9.229369401931763 1516.90 q/s (% mem usage: 25.50, % mem avail: 74.47)
14500 9.272486448287964 1563.77 q/s (% mem usage: 25.50, % mem avail: 74.47)
15000 9.444454193115234 1588.23 q/s (% mem usage: 25.50, % mem avail: 74.47)
15500 9.675224781036377 1602.03 q/s (% mem usage: 25.50, % mem avail: 74.47)
16000 9.966158628463745 1605.43 q/s (% mem usage: 25.50, % mem avail: 74.47)
16500 10.573463201522827 1560.51 q/s (% mem usage: 25.50, % mem avail: 74.46)
17000 10.60116171836853 1603.60 q/s (% mem usage: 25.50, % mem avail: 74.46)
17500 10.836570024490356 1614.90 q/s (% mem usage: 25.50, % mem avail: 74.46)
18000 11.167979717254639 1611.75 q/s (% mem usage: 25.50, % mem avail: 74.46)
18500 11.58285665512085 1597.19 q/s (% mem usage: 25.50, % mem avail: 74.46)
19000 11.739164352416992 1618.51 q/s (% mem usage: 25.50, % mem avail: 74.46)
19500 12.103022813796997 1611.17 q/s (% mem usage: 25.50, % mem avail: 74.46)
20000 12.589537382125854 1588.62 q/s (% mem usage: 25.50, % mem avail: 74.46)
20500 12.61514925956726 1625.03 q/s (% mem usage: 25.50, % mem avail: 74.46)
21000 12.927077293395996 1624.50 q/s (% mem usage: 25.50, % mem avail: 74.46)
21500 13.293677568435669 1617.31 q/s (% mem usage: 25.50, % mem avail: 74.46)
22000 13.49783730506897 1629.89 q/s (% mem usage: 25.50, % mem avail: 74.46)
22500 13.747483491897583 1636.66 q/s (% mem usage: 25.50, % mem avail: 74.46)
23000 14.447312593460083 1591.99 q/s (% mem usage: 25.50, % mem avail: 74.46)
23500 14.807557582855225 1587.03 q/s (% mem usage: 25.50, % mem avail: 74.46)
24000 14.834589004516602 1617.84 q/s (% mem usage: 25.50, % mem avail: 74.46)
24500 14.919014692306519 1642.20 q/s (% mem usage: 25.50, % mem avail: 74.46)
25000 15.597055673599243 1602.87 q/s (% mem usage: 25.50, % mem avail: 74.46)
25500 15.81445026397705 1612.45 q/s (% mem usage: 25.50, % mem avail: 74.46)
26000 16.18597936630249 1606.33 q/s (% mem usage: 25.50, % mem avail: 74.46)
26500 16.389988660812378 1616.84 q/s (% mem usage: 25.50, % mem avail: 74.46)
27000 16.475812911987305 1638.77 q/s (% mem usage: 25.50, % mem avail: 74.46)
27500 17.002412796020508 1617.42 q/s (% mem usage: 25.50, % mem avail: 74.46)
28000 17.06841015815735 1640.46 q/s (% mem usage: 25.50, % mem avail: 74.46)
28500 17.89089560508728 1592.99 q/s (% mem usage: 25.50, % mem avail: 74.46)
29000 17.91954255104065 1618.34 q/s (% mem usage: 25.50, % mem avail: 74.46)
29500 18.008384227752686 1638.13 q/s (% mem usage: 25.50, % mem avail: 74.46)
30000 18.521097421646118 1619.77 q/s (% mem usage: 25.50, % mem avail: 74.46)
30500 18.547084093093872 1644.46 q/s (% mem usage: 25.50, % mem avail: 74.46)
31000 18.85720181465149 1643.93 q/s (% mem usage: 25.50, % mem avail: 74.46)
31500 19.26303195953369 1635.26 q/s (% mem usage: 25.50, % mem avail: 74.46)
32000 19.48911952972412 1641.94 q/s (% mem usage: 25.50, % mem avail: 74.46)
32500 19.758732795715332 1644.84 q/s (% mem usage: 25.50, % mem avail: 74.46)
33000 20.304442405700684 1625.26 q/s (% mem usage: 25.50, % mem avail: 74.46)
33500 20.322319269180298 1648.43 q/s (% mem usage: 25.50, % mem avail: 74.46)
34000 21.09708857536316 1611.60 q/s (% mem usage: 25.50, % mem avail: 74.45)
34500 21.11765694618225 1633.70 q/s (% mem usage: 25.50, % mem avail: 74.45)
35000 21.30083441734314 1643.13 q/s (% mem usage: 25.50, % mem avail: 74.45)
35500 21.572694540023804 1645.60 q/s (% mem usage: 25.50, % mem avail: 74.45)
36000 21.777692079544067 1653.07 q/s (% mem usage: 25.50, % mem avail: 74.45)
36500 22.1738600730896 1646.08 q/s (% mem usage: 25.50, % mem avail: 74.45)
37000 22.557332038879395 1640.26 q/s (% mem usage: 25.50, % mem avail: 74.45)
37500 22.71022081375122 1651.24 q/s (% mem usage: 25.50, % mem avail: 74.45)
38000 23.07067036628723 1647.11 q/s (% mem usage: 25.50, % mem avail: 74.45)
38500 23.3947594165802 1645.67 q/s (% mem usage: 25.50, % mem avail: 74.45)
39000 24.214037656784058 1610.64 q/s (% mem usage: 25.50, % mem avail: 74.45)
39500 24.25143575668335 1628.77 q/s (% mem usage: 25.50, % mem avail: 74.45)
40000 24.59733533859253 1626.19 q/s (% mem usage: 25.50, % mem avail: 74.46)
