 12.72	12723	12723	U	0	unclassified
 87.28	87268	64	R	1	root
 87.21	87204	74	R1	131567	  cellular organisms
 72.11	72100	235	D	2	    Bacteria
 41.46	41457	78	K	3379134	      Pseudomonadati
 14.31	14309	1	K1	1783270	        FCB group
  8.54	8538	4	K2	68336	          Bacteroidota/Chlorobiota group
  5.45	5446	0	P	1090	            Chlorobiota
  5.45	5446	0	C	191410	              Chlorobiia
  5.45	5446	2	O	191411	                Chlorobiales
  5.44	5444	18	F	191412	                  Chlorobiaceae
  4.71	4708	30	F1	274493	                    Chlorobium/Pelodictyon group
  4.66	4659	52	G	1091	                      Chlorobium
  2.29	2292	0	S	1092	                        Chlorobium limicola
  2.29	2292	2292	S1	290315	                          Chlorobium limicola DSM 245
  1.34	1344	1344	S	1094	                        Chlorobium phaeovibrioides
  0.97	971	725	S	1096	                        Chlorobium phaeobacteroides
  0.25	246	246	S1	290317	                          Chlorobium phaeobacteroides DSM 266
  0.02	19	0	G	1099	                      Pelodictyon
  0.02	19	0	S	1100	                        Pelodictyon luteolum
  0.02	19	19	S1	319225	                          Pelodictyon luteolum DSM 273
  0.72	716	46	G	256319	                    Chlorobaculum
  0.67	670	0	S	1097	                      Chlorobaculum tepidum
  0.67	670	670	S1	194439	                        Chlorobaculum tepidum TLS
  0.00	2	2	G	1101	                    Prosthecochloris
  3.09	3088	2	P	976	            Bacteroidota
  3.09	3086	1	C	200643	              Bacteroidia
  3.09	3085	183	O	171549	                Bacteroidales
  1.69	1694	0	F	171551	                  Porphyromonadaceae
  1.69	1694	3	G	836	                    Porphyromonas
  1.69	1691	1691	S	837	                      Porphyromonas gingivalis
  1.21	1207	52	F	815	                  Bacteroidaceae
  0.74	743	288	G	909656	                    Phocaeicola
  0.46	455	455	S	821	                      Phocaeicola vulgatus
  0.41	412	82	G	816	                    Bacteroides
  0.33	330	330	S	818	                      Bacteroides thetaiotaomicron
  0.00	1	0	F	171550	                  Rikenellaceae
  0.00	1	0	G	239759	                    Alistipes
  0.00	1	1	S	28117	                      Alistipes putredinis
  5.77	5770	0	P	142182	          Gemmatimonadota
  5.77	5770	0	C	219685	            Gemmatimonadia
  5.77	5770	0	O	219686	              Gemmatimonadales
  5.77	5770	1	F	219687	                Gemmatimonadaceae
  5.77	5769	9	G	173479	                  Gemmatimonas
  5.76	5760	0	S	173480	                    Gemmatimonas aurantiaca
  5.76	5760	5760	S1	379066	                      Gemmatimonas aurantiaca T-27
 14.19	14185	122	P	1224	        Pseudomonadota
  9.19	9193	177	C	1236	          Gammaproteobacteria
  5.45	5452	8	O	135622	            Alteromonadales
  5.44	5444	2	F	267890	              Shewanellaceae
  5.44	5442	3118	G	22	                Shewanella
  2.20	2204	1651	S	62322	                  Shewanella baltica
  0.36	362	362	S1	407976	                    Shewanella baltica OS223
  0.19	191	191	S1	402882	                    Shewanella baltica OS185
  0.12	120	0	S	359303	                  Shewanella loihica
  0.12	120	120	S1	323850	                    Shewanella loihica PV-4
  3.55	3546	1	O	72274	            Pseudomonadales
  3.55	3545	83	F	135621	              Pseudomonadaceae
  3.46	3462	2534	G	286	                Pseudomonas
  0.93	928	613	G1	136843	                  Pseudomonas fluorescens group
  0.32	315	315	S	298	                    Pseudomonas marginalis
  0.02	16	0	O	135614	            Lysobacterales
  0.02	16	2	F	32033	              Lysobacteraceae
  0.01	14	14	G	40323	                Stenotrophomonas
  0.00	2	0	O	91347	            Enterobacterales
  0.00	1	1	F	543	              Enterobacteriaceae
  0.00	1	0	F	1903414	              Morganellaceae
  0.00	1	0	G	581	                Morganella
  0.00	1	1	S	582	                  Morganella morganii
  4.82	4815	21	C	28216	          Betaproteobacteria
  3.51	3505	2	O	32003	            Nitrosomonadales
  3.50	3503	3	F	206379	              Nitrosomonadaceae
  3.50	3500	2301	G	914	                Nitrosomonas
  1.20	1199	1199	S	915	                  Nitrosomonas europaea
  1.29	1289	14	O	80840	            Burkholderiales
  1.02	1021	27	F	119060	              Burkholderiaceae
  0.99	994	293	G	1822464	                Paraburkholderia
  0.70	701	0	S	36873	                  Paraburkholderia xenovorans
  0.70	701	701	S1	266265	                    Paraburkholderia xenovorans LB400
  0.20	195	8	F	506	              Alcaligenaceae
  0.19	187	172	G	517	                Bordetella
  0.02	15	15	S	518	                  Bordetella bronchiseptica
  0.06	59	2	F	2975441	              Sphaerotilaceae
  0.06	57	3	F1	3694169	                Sphaerotilus/Leptothrix group
  0.05	54	0	G	88	                  Leptothrix
  0.05	54	0	S	34029	                    Leptothrix cholodnii
  0.05	54	54	S1	395495	                      Leptothrix cholodnii SP-6
  0.06	55	0	C	28211	          Alphaproteobacteria
  0.05	52	0	O	204455	            Rhodobacterales
  0.05	52	1	F	2854170	              Roseobacteraceae
  0.05	51	1	G	97050	                Ruegeria
  0.05	50	39	S	89184	                  Ruegeria pomeroyi
  0.01	11	11	S1	246200	                    Ruegeria pomeroyi DSS-3
  0.00	3	0	O	356	            Hyphomicrobiales
  0.00	1	0	F	69277	              Phyllobacteriaceae
