SampleID	SubjectID	Compound	CompoundName	Producers	Consumers	ExportFlux	ImportFlux	PotentialTurnover
MV_FEM1_t1Q14	MV_FEM1	anzp	anzp	1	1	2319.6303005415525	53.64043228693705	53.64043228693705
MV_FEM1_t1Q14	MV_FEM1	arbt	arbt	2	2	20.67301906433523	44.28589257332183	20.67301906433523
MV_FEM1_t1Q14	MV_FEM1	tlms	tlms	1	1	15.28864380299836	37.77345574998177	15.28864380299836
MV_FEM1_t1Q14	MV_FEM1	amn_b_gly_glc	amn b gly glc	2	1	59.80583628074864	5.090545107097479	5.090545107097479
MV_FEM1_t1Q14	MV_FEM1	arabttr	arabttr	1	1	168.21870245706725	2.6155716994663796	2.6155716994663796
MV_FEM1_t1Q14	MV_FEM1	bilr_355	bilr 355	1	2	0.28708003517921443	1.0605887746009577	0.28708003517921443
MV_FEM1_t1Q14	MV_FEM1	taur	taur	3	1	12.305252058210094	0.26616527635472326	0.26616527635472326
MV_FEM1_t1Q14	MV_FEM1	acnam	acnam	1	2	0.26362351127518774	14.214032153883686	0.26362351127518774
MV_FEM1_t1Q14	MV_FEM1	fe2	fe2	1	2	6.623737646115507	0.22867363201610774	0.22867363201610774
MV_FEM1_t1Q14	MV_FEM1	lnlc	lnlc	1	1	0.3058019598197733	0.20048715003597695	0.20048715003597695
MV_FEM1_t1Q14	MV_FEM1	pi	pi	2	1	0.36929083807080654	0.14470753190498856	0.14470753190498856
MV_FEM1_t1Q14	MV_FEM1	5oh_sulfp	5oh sulfp	1	1	0.13073373280979375	0.18968385551790318	0.13073373280979375
MV_FEM1_t1Q14	MV_FEM1	3oh_mdea	3oh mdea	1	1	1.5771085124086086	0.07908845400169258	0.07908845400169258
MV_FEM1_t1Q14	MV_FEM1	glymet	glymet	2	1	0.06843452712990002	3.9663789343028477	0.06843452712990002
MV_FEM1_t1Q14	MV_FEM1	fvsgluc	fvsgluc	1	1	0.06309709856618143	10.048768263438937	0.06309709856618143
MV_FEM1_t1Q14	MV_FEM1	doh_etr_glc	doh etr glc	1	1	0.027910878829940235	1268.3878609969756	0.027910878829940235
MV_FEM1_t1Q14	MV_FEM1	dextrin	dextrin	2	1	10.055135573400523	0.027695091993013662	0.027695091993013662
MV_FEM1_t1Q14	MV_FEM1	cvm1gluc	cvm1gluc	1	1	0.3033335285118816	0.004929423765614533	0.004929423765614533
MV_FEM1_t1Q14	MV_FEM1	4oh_trz	4oh trz	1	2	0.0022125440366757712	10.309801371501718	0.0022125440366757712
MV_FEM1_t1Q14	MV_FEM1	dfdcytd	dfdcytd	1	2	0.03541966962504229	0.0016439554098803294	0.0016439554098803294
MV_FEM1_t1Q14	MV_FEM1	des_astzl_glc	des astzl glc	1	2	13.857663865042774	0.0015999860246468855	0.0015999860246468855
MV_FEM1_t1Q14	MV_FEM1	stg_m3	stg m3	1	1	0.01435017745463564	0.00081156977607391	0.00081156977607391
MV_FEM1_t1Q14	MV_FEM1	bilr_M16	bilr M16	2	1	45.15034509176028	0.0006767508171355051	0.0006767508171355051
MV_FEM1_t1Q14	MV_FEM1	lys_L	lys L	1	1	0.00034447409410882023	2829.434325933697	0.00034447409410882023
MV_FEM1_t1Q14	MV_FEM1	fum	fum	2	2	0.000289226573685321	5.1022126903222365	0.000289226573685321
MV_FEM1_t1Q14	MV_FEM1	arab_L	arab L	1	1	0.00036176969043088603	0.00028554591833006645	0.00028554591833006645
MV_FEM1_t1Q14	MV_FEM1	R_8oh_warf_glc	R 8oh warf glc	1	1	0.00023883519901488333	2.3808987071242393	0.00023883519901488333
MV_FEM1_t1Q14	MV_FEM1	alahis	alahis	1	1	0.00017797308146132385	0.6413211792045166	0.00017797308146132385
MV_FEM1_t1Q14	MV_FEM1	na1	na1	1	1	15.02032701113693	0.00011961606197641505	0.00011961606197641505
MV_FEM1_t1Q14	MV_FEM1	4oh_levole_glc	4oh levole glc	1	1	0.0032507330902503823	0.00011165135051358894	0.00011165135051358894
MV_FEM1_t1Q14	MV_FEM1	chlphncl	chlphncl	1	1	3.009360585525898	8.147254131252232e-05	8.147254131252232e-05
MV_FEM1_t1Q14	MV_FEM1	fe3	fe3	1	1	6.067970110408176e-05	0.00363276168254032	6.067970110408176e-05
MV_FEM1_t1Q14	MV_FEM1	glygln	glygln	1	1	5.199801689081702e-05	0.029011129753361037	5.199801689081702e-05
MV_FEM1_t1Q14	MV_FEM1	malt	malt	2	2	5.1229668922114647e-05	0.004607764645020727	5.1229668922114647e-05
MV_FEM1_t1Q14	MV_FEM1	rpn_96990	rpn 96990	1	2	12.915586798864993	4.682639059031708e-05	4.682639059031708e-05
MV_FEM1_t1Q14	MV_FEM1	tyr_L	tyr L	1	1	4.086470917464859e-05	0.9494165730829662	4.086470917464859e-05
MV_FEM1_t1Q14	MV_FEM1	alaleu	alaleu	1	1	2.3796535889517207e-05	0.04776888063679323	2.3796535889517207e-05
MV_FEM1_t1Q14	MV_FEM1	inv_m1	inv m1	1	1	2.299495156719072e-05	0.18179723523831787	2.299495156719072e-05
