EvaluationSet	Reference	RepositoryLabel	GenBankAssembly	ExpectedAbundancePct	ExpectedAbundanceMOCK1Pct	ExpectedAbundanceMOCK2Pct	ReferenceRecords	ReferenceBases	CompressedBytes	CompressedSHA256	TaxonomyRenameAlias
MOCK1	Halobacterium_salinarum_NRC-1	Halobacterium_salinarum_NRC-1	GCA_000006805.1	2.53229319151	2.53229319151	2.49649088872	3	2571010	768945	9734d76a7e3a87a3e228332c69271b455bb80cd2d9904c2b9a5c566d0220976a	no
MOCK1	Chlorobaculum_tepidum_TLS	Chlorobium_tepidum_TLS	GCA_000006985.1	0.243282052687	0.243282052687	0.239842459775	1	2154946	658161	a1bbcece9f91622ffd4e799d2b88c6d66a5560124569d321e398930da2e17623	yes
MOCK1	Methanopyrus_kandleri_AV19	Methanopyrus_kandleri_AV19	GCA_000007185.1	0.210206465038	0.210206465038	0.207234504471	1	1694969	518520	55f3783a970a749f3d802ed4ab7cb4cbf4108da22cfea8b196d4817f7979dbbc	no
MOCK1	Pyrobaculum_aerophilum_IM2	Pyrobaculum_aerophilum_IM2	GCA_000007225.1	0.229024505381	0.229024505381	0.225786489848	1	2222430	682037	0ba72caf9ced2c7c96966db593b3fc1d10a8987c85ae71f8c9bf9a44a7beaed1	no
MOCK1	Pyrococcus_furiosus_DSM_3638	Pyrococcus_furiosus_DSM_3638	GCA_000007305.1	0.401834945916	0.401834945916	0.396153685762	1	1908256	584756	870ae6c03ed08d75d2e298e9375042b9f5f89688bdd443e9850246590e269076	no
MOCK1	Methanosarcina_acetivorans_C2A	Methanosarcina_acetivorans_C2A	GCA_000007345.1	0.176994459347	0.176994459347	0.174492059843	1	5751492	1752151	0d450411ff869f36f54226f4a8d4bd0f4acfb1adc64ae68de6bbb24fd06262bc	no
MOCK1	Pseudomonas_putida_KT2440	Pseudomonas_putida_KT2440	GCA_000007565.2	1.48249785872	1.48249785872	1.4615378698	1	6181873	1872397	02de82b7269733cc31d142a4ba5746038b75a47b582d661b8091b42ec29fff6c	no
MOCK1	Geobacter_sulfurreducens_PCA	Geobacter_sulfurreducens_PCA	GCA_000007985.2	0.587173172916	0.587173172916	0.578871546628	1	3814128	1162465	cd815c223dd269d867690f93d01e598f50efb96119ed65fdcd4010dd3ec39e54	no
MOCK1	Nanoarchaeum_equitans_Kin4-M	Nanoarchaeum_equitans_Kin4-M	GCA_000008085.1	0.955656442804	0.955656442804	0.942145092126	1	490885	147779	9661872b3164156d01c406bb5dd6c46fc4176920ed89514c6e931d5c75eb00c8	no
MOCK1	Treponema_denticola_ATCC_35405	Treponema_denticola_ATCC_35405	GCA_000008185.1	1.26746475625	1.26746475625	1.24954496832	1	2843201	863981	c164668646799b06a28e13eb05d6dc98e514908dfab2fbbe0917cfd556e941cc	no
MOCK1	Deinococcus_radiodurans_R1	Deinococcus_radiodurans_R1	GCA_000008565.1	0.619843795964	0.619843795964	0.671262409936	4	3284156	987536	88abdc940b345bc36023bd9fd810c4ce81af4ad88c7a0e4bc2604adca243da40	no
MOCK1	Archaeoglobus_fulgidus_DSM_4304	Archaeoglobus_fulgidus_DSM_4304	GCA_000008665.1	1.16826783762	1.16826783762	1.15175052477	1	2178400	667258	d43c3716fcf7b0a6ca64a492a1e7bc87a37c17e0780992e688d4cef59e2a13dd	no
MOCK1	Nitrosomonas_europaea_ATCC_19718	Nitrosomonas_europaea_ATCC_19718	GCA_000009145.1	5.68342949511	5.68342949511	5.60307550436	1	2812094	860752	183228e3e886c14075860081f336be9d24ed9aea5dd43cc6548e7ca98c6621a3	no
MOCK1	Pseudomonas_fluorescens_SBW25	Pseudomonas_fluorescens_SBW25	GCA_000009225.1	1.06930867961	1.06930867961	1.05419048032	1	6722539	2046334	1423887e0187234402135ff2d713f0fd9123a99ec7e040b84549862349de951b	no
